  41.00000 6.07190E+03 4.32687E+03   0.06733
  41.10000 5.88022E+03 4.20381E+03   0.06652
  41.20000 5.69618E+03 4.08533E+03   0.06572
  41.30000 5.51943E+03 3.97123E+03   0.06493
  41.40000 5.34965E+03 3.86134E+03   0.06414
  41.50000 5.18653E+03 3.75547E+03   0.06336
  41.60000 5.02976E+03 3.65346E+03   0.06258
  41.70000 4.87907E+03 3.55515E+03   0.06182
  41.80000 4.73420E+03 3.46038E+03   0.06106
  41.90000 4.59488E+03 3.36901E+03   0.06030
  42.00000 4.46088E+03 3.28089E+03   0.05956
  42.10000 4.33196E+03 3.19589E+03   0.05882
  42.20000 4.20790E+03 3.11390E+03   0.05809
  42.30000 4.08850E+03 3.03478E+03   0.05736
  42.40000 3.97356E+03 2.95842E+03   0.05664
  42.50000 3.86288E+03 2.88471E+03   0.05593
  42.60000 3.75628E+03 2.81354E+03   0.05522
  42.70000 3.65360E+03 2.74481E+03   0.05452
  42.80000 3.55467E+03 2.67843E+03   0.05383
  42.90000 3.45933E+03 2.61431E+03   0.05315
  43.00000 3.36744E+03 2.55234E+03   0.05247
  43.10000 3.27884E+03 2.49246E+03   0.05180
  43.20000 3.19341E+03 2.43458E+03   0.05113
  43.30000 3.11101E+03 2.37862E+03   0.05047
  43.40000 3.03152E+03 2.32452E+03   0.04982
  43.50000 2.95483E+03 2.27218E+03   0.04917
  43.60000 2.88081E+03 2.22156E+03   0.04853
  43.70000 2.80937E+03 2.17259E+03   0.04790
  43.80000 2.74039E+03 2.12520E+03   0.04727
  43.90000 2.67379E+03 2.07933E+03   0.04665
  44.00000 2.60946E+03 2.03493E+03   0.04604
  44.10000 2.54731E+03 1.99195E+03   0.04543
  44.20000 2.48727E+03 1.95032E+03   0.04483
  44.30000 2.42925E+03 1.91000E+03   0.04423
  44.40000 2.37316E+03 1.87095E+03   0.04364
  44.50000 2.31894E+03 1.83311E+03   0.04306
  44.60000 2.26652E+03 1.79645E+03   0.04249
  44.70000 2.21582E+03 1.76091E+03   0.04191
  44.80000 2.16677E+03 1.72647E+03   0.04135
  44.90000 2.11933E+03 1.69307E+03   0.04079
  45.00000 2.07341E+03 1.66069E+03   0.04024
  45.10000 2.02898E+03 1.62929E+03   0.03969
  45.20000 1.98597E+03 1.59883E+03   0.03915
  45.30000 1.94432E+03 1.56927E+03   0.03862
  45.40000 1.90400E+03 1.54060E+03   0.03809
  45.50000 1.86494E+03 1.51277E+03   0.03757
  45.60000 1.82711E+03 1.48576E+03   0.03705
  45.70000 1.79046E+03 1.45954E+03   0.03654
  45.80000 1.75494E+03 1.43409E+03   0.03603
  45.90000 1.72052E+03 1.40937E+03   0.03554
  46.00000 1.68715E+03 1.38536E+03   0.03504
  46.10000 1.65480E+03 1.36204E+03   0.03455
  46.20000 1.62343E+03 1.33939E+03   0.03407
  46.30000 1.59301E+03 1.31738E+03   0.03359
  46.40000 1.56350E+03 1.29599E+03   0.03312
  46.50000 1.53487E+03 1.27520E+03   0.03266
  46.60000 1.50709E+03 1.25499E+03   0.03220
  46.70000 1.48013E+03 1.23534E+03   0.03174
  46.80000 1.45397E+03 1.21624E+03   0.03129
  46.90000 1.42857E+03 1.19766E+03   0.03085
  47.00000 1.40390E+03 1.17959E+03   0.03041
  47.10000 1.37996E+03 1.16201E+03   0.02997
  47.20000 1.35670E+03 1.14491E+03   0.02954
  47.30000 1.33410E+03 1.12827E+03   0.02912
  47.40000 1.31215E+03 1.11208E+03   0.02870
  47.50000 1.29083E+03 1.09633E+03   0.02829
  47.60000 1.27010E+03 1.08099E+03   0.02788
  47.70000 1.24996E+03 1.06605E+03   0.02748
  47.80000 1.23037E+03 1.05151E+03   0.02708
  47.90000 1.21134E+03 1.03736E+03   0.02669
  48.00000 1.19282E+03 1.02357E+03   0.02630
  48.10000 1.17482E+03 1.01014E+03   0.02591
  48.20000 1.15731E+03 9.97054E+02   0.02554
  48.30000 1.14028E+03 9.84308E+02   0.02516
  48.40000 1.12371E+03 9.71889E+02   0.02479
  48.50000 1.10758E+03 9.59786E+02   0.02443
  48.60000 1.09189E+03 9.47991E+02   0.02407
  48.70000 1.07661E+03 9.36494E+02   0.02371
  48.80000 1.06175E+03 9.25287E+02   0.02336
  48.90000 1.04727E+03 9.14360E+02   0.02302
  49.00000 1.03318E+03 9.03706E+02   0.02267
  49.10000 1.01945E+03 8.93317E+02   0.02234
  49.20000 1.00609E+03 8.83184E+02   0.02200
  49.30000 9.93068E+02 8.73301E+02   0.02168
  49.40000 9.80385E+02 8.63660E+02   0.02135
  49.50000 9.68028E+02 8.54255E+02   0.02103
