7.8867e-05,1.2187e-07
7.9832e-05,1.1633e-07
8.0827e-05,1.1061e-07
8.1853e-05,1.047e-07
8.291e-05,9.8599e-08
8.3999e-05,9.2312e-08
8.5122e-05,8.5831e-08
8.6279e-05,7.9149e-08
8.7472e-05,7.2262e-08
8.8702e-05,6.5161e-08
8.9969e-05,5.784e-08
9.1275e-05,5.0292e-08
9.2622e-05,4.2504e-08
9.4009e-05,3.4464e-08
9.544e-05,2.6141e-08
9.6914e-05,1.7469e-08
9.8434e-05,8.2744e-09
0.0001,0
